,id,type,y_index,y,centroid mean,rolloff mean,zero mean,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mel1 mean,mel1 var,mel2 mean,mel2 var,mel3 mean,mel3 var,mel4 mean,mel4 var,mel5 mean,mel5 var,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_var_1,chroma_var_2,chroma_var_3,chroma_var_4,chroma_var_5,chroma_var_6,bpm_second,bm_first,tempo_strength_second
460,00010,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1411.0392537974135,2768.2434933684594,0.06299925811531008,0.14307433366775513,0.009202779270708561,16.167740263733577,28.199748286284862,-173.59991455078125,8145.8974609375,137.13490295410156,1084.841064453125,-23.8239803314209,1026.4447021484375,26.958417892456055,496.4634704589844,-16.672771453857422,290.31573486328125,15.324097633361816,303.231689453125,30.002927780151367,4556.37451171875,15.982391357421875,465.71966552734375,6.171846389770508,325.11578369140625,0.8556312918663025,1.5586776733398438,0.46051308512687683,0.14161117374897003,0.17095211148262024,0.036940813064575195,0.1929301768541336,0.037504058331251144,0.379208505153656,0.13119125366210938,0.353954941034317,0.07604273408651352,0.4588417708873749,0.1743292510509491,78.30255681818181,80.74951171875,0.45867157653076596
506,00011,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1354.3352504253526,2884.8733307594475,0.04401041666666667,0.06563455611467361,0.0025012902915477753,27.484298430891236,34.292672827925095,-287.8924560546875,5945.92431640625,123.9141845703125,993.7525024414062,5.4517130851745605,302.81170654296875,33.72966384887695,343.2933044433594,1.0910381078720093,442.38623046875,6.902322769165039,139.6225128173828,1.2752044200897217,20.790300369262695,0.3131808340549469,1.912909984588623,0.08149151504039764,0.06527054309844971,0.034205179661512375,0.006930820643901825,0.2619307041168213,0.07994731515645981,0.2271324247121811,0.046695902943611145,0.2957610487937927,0.057295724749565125,0.39588266611099243,0.07612942904233932,0.6475861072540283,0.13637278974056244,0.5681703686714172,0.12777972221374512,172.265625,56.17357336956522,0.5025487519351347
552,00012,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1361.8556113842787,2741.6191065588664,0.06915122335271318,0.11912336945533752,0.004060240928083658,16.87918322192315,22.43260257765359,-207.1475830078125,4583.8359375,132.7410430908203,664.5144653320312,-15.457379341125488,936.63623046875,61.02666473388672,330.8988342285156,0.6913347840309143,313.2043762207031,24.72136878967285,1344.098388671875,5.241392135620117,147.46971130371094,1.9271999597549438,30.80936050415039,2.011979579925537,53.285457611083984,1.2544609308242798,17.87850570678711,0.3037227392196655,0.05177828669548035,0.1601366102695465,0.046458613127470016,0.21995511651039124,0.09319911152124405,0.20382605493068695,0.06779377162456512,0.19706755876541138,0.08089225739240646,0.2658900022506714,0.09170011430978775,198.76802884615384,92.28515625,0.5742073982019397
598,00013,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1323.956250327474,2707.6500613190406,0.051426992490310075,0.11334098130464554,0.004186490550637245,17.0621372119492,22.54365053621257,-209.68214416503906,1965.7720947265625,124.4876708984375,542.72607421875,10.27358341217041,662.2544555664062,47.03736114501953,148.6959991455078,6.5008745193481445,102.2747802734375,28.161767959594727,1949.5751953125,4.475992679595947,219.52618408203125,0.5817084908485413,1.7987736463546753,0.3966367840766907,1.3076412677764893,0.4158920347690582,1.9512313604354858,0.12707044184207916,0.029895078390836716,0.14163854718208313,0.05497557297348976,0.170527383685112,0.05920115113258362,0.1461675763130188,0.05177854374051094,0.1893371194601059,0.06328649818897247,0.23224544525146484,0.06832332164049149,198.76802884615384,215.33203125,0.6088464002749191
644,00014,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1172.3088337049603,2345.7420171693316,0.04503467175387597,0.06683517247438431,0.002702666912227869,17.68887767991682,18.91398346436593,-305.80316162109375,8203.1181640625,113.03565979003906,683.9214477539062,12.141487121582031,1465.4686279296875,44.998409271240234,226.206787109375,17.771535873413086,250.43943786621094,5.635756492614746,183.0374298095703,4.930337905883789,155.62411499023438,0.7569202780723572,5.674557685852051,0.8519134521484375,6.302585124969482,0.9240521192550659,11.519411087036133,0.29696789383888245,0.10429271310567856,0.3165445923805237,0.11141957342624664,0.29532095789909363,0.09904291480779648,0.2405548393726349,0.07570064067840576,0.29570671916007996,0.09414336085319519,0.31470823287963867,0.10277478396892548,83.35433467741936,161.4990234375,0.5765095817194795
690,00015,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1420.9528447958971,2931.545296602471,0.0637195675872093,0.08068545162677765,0.002833862556144595,16.859790168146578,21.360123614916596,-238.55838012695312,4388.27392578125,120.0279312133789,727.5275268554688,-4.201234817504883,980.4777221679688,42.32807540893555,383.64569091796875,5.892118453979492,298.87469482421875,7.154499053955078,132.09747314453125,6.4247002601623535,475.6430358886719,2.074059009552002,79.1307144165039,1.5997569561004639,24.074390411376953,1.1713573932647705,15.823966979980469,0.2633936107158661,0.053966037929058075,0.1664363592863083,0.048475317656993866,0.2427457571029663,0.11117380857467651,0.2417987883090973,0.08625166863203049,0.283640593290329,0.11792612820863724,0.2929900288581848,0.10642705857753754,95.703125,99.38401442307692,0.6083292951646674
736,00016,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1454.586059009233,3008.7393259447676,0.06125999273255814,0.0814347192645073,0.0026465936098247766,16.858404688702844,21.498807758126063,-233.80459594726562,4975.8984375,120.68132019042969,562.9007568359375,-3.143268585205078,1209.697509765625,39.524044036865234,397.4028625488281,3.909156322479248,282.45965576171875,5.974120616912842,90.40906524658203,5.578765392303467,166.4823455810547,2.557494640350342,39.160701751708984,1.768188238143921,20.272560119628906,1.8372193574905396,40.036808013916016,0.2400899976491928,0.08561322093009949,0.1773710399866104,0.0527210459113121,0.14771364629268646,0.04101167991757393,0.23760825395584106,0.062073662877082825,0.4094063639640808,0.12881025671958923,0.26392969489097595,0.06754357367753983,184.5703125,215.33203125,0.625086349309397
782,00017,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1087.3339255121218,2132.1376498909885,0.04821682715600775,0.09316815435886383,0.0021469914354383945,15.957497540649689,22.252784494628468,-245.9217071533203,5187.5205078125,140.5431365966797,799.671142578125,-2.7051970958709717,795.4002075195312,60.4177131652832,360.7779541015625,18.98937225341797,234.18507385253906,13.808199882507324,332.9651794433594,4.0271077156066895,101.56272888183594,0.4964597225189209,2.327702760696411,0.5556952357292175,2.8250980377197266,0.5544111132621765,2.612733840942383,0.3034035861492157,0.10620062798261642,0.2070978432893753,0.058341968804597855,0.1555008590221405,0.04879520460963249,0.15888799726963043,0.03479321673512459,0.3068064749240875,0.10453014820814133,0.2567428946495056,0.06126302108168602,83.35433467741936,161.4990234375,0.573954418728337
828,00018,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1536.465338340946,3495.3813703670057,0.05594870397286822,0.079538993537426,0.0029508855659514666,18.18753479471773,24.394889922046264,-252.63894653320312,2880.39306640625,105.0096664428711,600.71240234375,15.416996955871582,660.8914794921875,42.62785339355469,163.20309448242188,6.802268028259277,92.69097900390625,10.6019868850708,335.92352294921875,7.562073230743408,535.1735229492188,0.384097695350647,1.2148054838180542,0.5182601809501648,3.937513589859009,0.3734195828437805,2.023996114730835,0.21104668080806732,0.05769849568605423,0.1609804332256317,0.05416948348283768,0.18836086988449097,0.07230096310377121,0.2016386240720749,0.07018400728702545,0.21750164031982422,0.07915809005498886,0.28058305382728577,0.10641483962535858,86.1328125,80.74951171875,0.5856637571136797
874,00019,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1194.8427139991718,2233.911246366279,0.058743262475775194,0.09767565876245499,0.002580850152298808,16.52035107137212,25.694326118087947,-236.74290466308594,5587.6787109375,138.419677734375,538.0693969726562,-4.879667282104492,1169.140869140625,47.59648895263672,312.82635498046875,5.1800031661987305,468.5099792480469,10.519083023071289,186.27670288085938,5.767082214355469,145.6363067626953,3.3971853256225586,189.82164001464844,2.1232845783233643,48.03714370727539,1.2261520624160767,16.770841598510742,0.19386334717273712,0.0805652067065239,0.1926363706588745,0.06525018066167831,0.15604200959205627,0.05783960968255997,0.25411486625671387,0.08442682027816772,0.3391626179218292,0.13557122647762299,0.14595916867256165,0.04385443776845932,123.046875,234.90767045454547,0.6733354423509019
920,00020,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1389.345915940822,3004.733148619186,0.05245162609011628,0.07523981481790543,0.0024845818988978863,16.32444938889326,20.58906076633746,-230.5157470703125,2981.18212890625,127.13214874267578,397.8119812011719,7.203533172607422,600.0388793945312,39.809837341308594,175.02391052246094,2.0086140632629395,114.2379379272461,8.971630096435547,371.6929931640625,3.902416467666626,78.90092468261719,1.3938407897949219,23.41873550415039,0.7402742505073547,10.646291732788086,1.0283375978469849,22.287092208862305,0.25047096610069275,0.06050138175487518,0.17257922887802124,0.05213114991784096,0.21617451310157776,0.07710391283035278,0.2928265333175659,0.06600340455770493,0.49740490317344666,0.15676425397396088,0.24986319243907928,0.052393943071365356,287.109375,258.3984375,0.5905303230433114
966,00021,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1047.3796813930276,1831.8996979469478,0.047972308018410854,0.1012013778090477,0.003234870033338666,19.305893031469253,23.910230349629416,-264.71478271484375,6359.65576171875,138.7990264892578,1002.3610229492188,11.195971488952637,1289.0059814453125,48.54365921020508,372.0179748535156,14.89019775390625,248.71739196777344,12.720437049865723,350.4027404785156,3.3885045051574707,47.69010543823242,1.4455286264419556,15.368226051330566,1.5841035842895508,44.321983337402344,1.8799108266830444,44.78484344482422,0.2331816852092743,0.07904527336359024,0.1614190936088562,0.033388651907444,0.1788763403892517,0.046472251415252686,0.2168060541152954,0.0429842472076416,0.3856811225414276,0.11114965379238129,0.5567055940628052,0.17309777438640594,103.359375,99.38401442307692,0.5851205255220236
1012,00022,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1156.6699586755917,2172.115961119186,0.058688378149224806,0.11356759816408157,0.003685618517920375,18.65446632262749,22.83241034132827,-233.6354217529297,6479.5791015625,136.227294921875,959.822265625,3.2154297828674316,1160.926513671875,48.92330551147461,385.2161865234375,8.645672798156738,303.4901123046875,14.348851203918457,497.8836364746094,7.401206016540527,297.53204345703125,2.0173325538635254,23.130638122558594,1.5467123985290527,17.231672286987305,1.7086918354034424,31.844921112060547,0.389748215675354,0.13339439034461975,0.23296059668064117,0.053217239677906036,0.21158866584300995,0.0765700489282608,0.2563178837299347,0.08526819199323654,0.3286301791667938,0.09904181957244873,0.49420687556266785,0.16500118374824524,234.90767045454547,99.38401442307692,0.5109860194362581
1058,00023,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1211.1269121173711,2523.532828397529,0.05249401950096899,0.10185521095991135,0.0035808628890663385,16.065064262856836,21.280183711786584,-227.41867065429688,4162.5947265625,137.6844940185547,508.0510559082031,-14.493244171142578,1248.186767578125,63.51616287231445,211.48483276367188,5.632552623748779,153.39907836914062,18.048860549926758,447.8359069824219,5.406705856323242,131.8375701904297,0.9487707018852234,4.036888122558594,1.2055400609970093,14.646105766296387,2.2405474185943604,47.311729431152344,0.2074427604675293,0.0628543347120285,0.2721861004829407,0.10984556376934052,0.18805265426635742,0.058095887303352356,0.2086336612701416,0.038879673928022385,0.4839087724685669,0.15078067779541016,0.22942793369293213,0.03992725908756256,95.703125,198.76802884615384,0.6003439517173983
1104,00024,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1121.1205894377304,2328.031374909157,0.047329972141472866,0.08703633397817612,0.0025131867732852697,16.01938264975586,16.103619074943442,-274.09906005859375,5902.48388671875,130.46627807617188,501.30029296875,-6.478243827819824,1339.950439453125,70.4068832397461,312.12298583984375,13.235331535339355,230.89813232421875,13.307449340820312,269.5076599121094,3.9916348457336426,56.92173385620117,0.6327390074729919,3.1859943866729736,0.7892245650291443,10.20259952545166,0.8075731992721558,13.956031799316406,0.3064362406730652,0.08970528095960617,0.23370353877544403,0.07692112028598785,0.2319783717393875,0.09178274869918823,0.17552423477172852,0.0626213401556015,0.20582950115203857,0.080262191593647,0.2384224385023117,0.09376943111419678,198.76802884615384,215.33203125,0.6172595858326022
1150,00025,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1109.8138381216681,2242.749875090843,0.05175402737403101,0.08925298601388931,0.0031198670621961355,14.457401737273265,17.93038764741513,-249.28546142578125,3990.420166015625,130.98886108398438,338.9260559082031,0.6646491289138794,1583.1966552734375,66.68170166015625,298.9515380859375,17.89337730407715,183.63230895996094,12.165002822875977,359.2733459472656,6.985686302185059,984.690185546875,0.5899983048439026,3.875155210494995,0.3937993347644806,2.833181858062744,0.8239291906356812,10.520564079284668,0.2427287995815277,0.05413971096277237,0.20918025076389313,0.05729447677731514,0.2660774290561676,0.09096278995275497,0.18097302317619324,0.05541050806641579,0.2367611974477768,0.06688879430294037,0.30535849928855896,0.09601577371358871,172.265625,184.5703125,0.5386831078307808
1196,00026,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1199.1465737330452,2481.4429278706393,0.05198719113372093,0.07665818929672241,0.0058736721985042095,17.445630240501977,16.08514442759825,-284.656494140625,6234.72900390625,108.89200592041016,686.5820922851562,9.136445999145508,1451.1636962890625,51.252525329589844,295.6435241699219,18.090721130371094,211.8450164794922,12.508750915527344,1899.23974609375,10.293646812438965,1995.451904296875,0.7871423959732056,5.649415016174316,0.8839185833930969,33.012420654296875,0.7696152925491333,11.243670463562012,0.37606996297836304,0.10294259339570999,0.24719487130641937,0.054877471178770065,0.21837228536605835,0.09176721423864365,0.14900526404380798,0.04342154413461685,0.2060258984565735,0.06850042194128036,0.37051987648010254,0.13507743179798126,86.1328125,80.74951171875,0.4694126240909659
1242,00027,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1390.29538720871,2809.9411223655525,0.07213428112887597,0.095660001039505,0.002190688159316778,18.563229249476954,26.996089487087513,-228.24942016601562,2824.433349609375,130.41644287109375,687.3855590820312,-23.240182876586914,927.3397216796875,70.08688354492188,395.1056823730469,1.1568129062652588,182.05999755859375,12.280210494995117,223.09466552734375,3.856863498687744,32.92283248901367,1.3104976415634155,9.918919563293457,1.3690398931503296,19.68990135192871,0.8247049450874329,7.009309768676758,0.3908647894859314,0.08663579821586609,0.2390252649784088,0.05943520739674568,0.28113430738449097,0.1062733605504036,0.24413783848285675,0.06168298050761223,0.4121581017971039,0.13649997115135193,0.2975553274154663,0.07179880887269974,234.90767045454547,95.703125,0.5821452986867978
1288,00028,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1115.660646203261,2289.3968023255816,0.04798631298449613,0.09975763410329819,0.004153071437031031,15.088748278749023,20.099145893752166,-248.9816131591797,4978.76708984375,139.06259155273438,399.2952575683594,-16.255664825439453,1165.5279541015625,57.043514251708984,328.7342529296875,20.20447540283203,158.43019104003906,14.673212051391602,235.81898498535156,4.968308448791504,109.48518371582031,1.8627793788909912,32.892765045166016,3.7309861183166504,338.3106384277344,2.3739287853240967,105.22175598144531,0.2905121147632599,0.08497443050146103,0.22039476037025452,0.06670602411031723,0.25772103667259216,0.10017769038677216,0.17737622559070587,0.051497992128133774,0.21067187190055847,0.06919437646865845,0.30784130096435547,0.11358974128961563,103.359375,198.76802884615384,0.6619229836192929
1334,00029,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1649.945603729386,3762.8103992550873,0.052917575096899226,0.12466070055961609,0.004824811592698097,35.19007332625912,17.723203738525356,-233.76036071777344,3692.20703125,101.17652893066406,886.8828735351562,17.653230667114258,375.9625549316406,23.699678421020508,219.02810668945312,2.065525531768799,227.8864288330078,26.72610855102539,896.2552490234375,9.918180465698242,526.9658203125,1.5755773782730103,34.90675735473633,0.6271236538887024,5.804281711578369,0.2062460482120514,0.3240165412425995,0.26938241720199585,0.10439512133598328,0.3575209379196167,0.09733126312494278,0.4746137261390686,0.16070392727851868,0.43145591020584106,0.13304190337657928,0.2799678444862366,0.08494937419891357,0.22408485412597656,0.09990882873535156,135.99917763157896,64.599609375,0.5589339397953259
1380,00030,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1378.5690692399583,3012.9541583393893,0.03936266048934108,0.17008021473884583,0.0031952103599905968,36.7322570059086,18.102593260322855,-206.9842071533203,2030.1026611328125,117.82907104492188,766.8674926757812,23.27042579650879,282.4643249511719,28.28125,261.7317199707031,-1.1265509128570557,196.12237548828125,47.075355529785156,1353.841064453125,6.562430381774902,106.44607543945312,1.5153696537017822,9.157334327697754,0.8083261251449585,9.257903099060059,0.22283367812633514,0.8125260472297668,0.24395565688610077,0.1103287935256958,0.16356925666332245,0.04772822931408882,0.19984766840934753,0.07889556139707565,0.2717173099517822,0.09041869640350342,0.29219284653663635,0.06559927016496658,0.4665811359882355,0.15293988585472107,143.5546875,215.33203125,0.6278121182109868
1426,00031,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1331.8673268656523,2902.767589480378,0.04300660125968992,0.15165606141090393,0.00318967760540545,36.23637470339999,19.260808833368728,-221.72023010253906,2510.880126953125,110.8627700805664,586.2094116210938,18.61433219909668,190.667236328125,30.922473907470703,180.9818572998047,3.2907817363739014,221.7728729248047,38.85224533081055,1073.2784423828125,9.272961616516113,312.3685607910156,1.2971374988555908,17.68828582763672,0.48876774311065674,3.345409870147705,0.20140783488750458,0.23544342815876007,0.134086012840271,0.0362202450633049,0.2872454524040222,0.08266928046941757,0.44811883568763733,0.15938279032707214,0.3297763168811798,0.10178651660680771,0.15523172914981842,0.05011184886097908,0.1026027500629425,0.030971845611929893,161.4990234375,151.99908088235293,0.5725678013762776
1472,00032,blues,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1309.3241876097525,2766.2404047056684,0.03937325884205426,0.10104826837778091,0.003928663674741983,36.982400573919776,26.024289302712777,-288.7943420410156,5327.4921875,105.99163055419922,836.6461181640625,18.82479476928711,434.573974609375,23.777755737304688,338.80316162109375,5.800116062164307,377.2314758300781,17.184429168701172,372.81280517578125,3.840820789337158,125.62938690185547,1.6903157234191895,32.584266662597656,0.3560792803764343,1.4930557012557983,0.18416351079940796,0.5116668343544006,0.35443055629730225,0.14812204241752625,0.2194233238697052,0.048677027225494385,0.19706536829471588,0.06846295297145844,0.18320949375629425,0.0808541476726532,0.2240702360868454,0.0805373340845108,0.2965484857559204,0.11828629672527313,129.19921875,123.046875,0.4082348519605869
